id,listing_url,host_id,host_since,latitude,longitude,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,square_feet,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month,price
1071144,https://www.airbnb.com/rooms/1071144,25188,2009-07-10,42.34179689334264,-71.07819514226415,South End,Apartment,Entire home/apt,2,1.0,,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",,3,1,91.0,8.0,10.0,10.0,10.0,10.0,8.0,f,super_strict_30,79,0.03,269.0
989163,https://www.airbnb.com/rooms/989163,5430185,2013-03-12,42.34285804910194,-71.07339304532253,South End,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,32,19,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,4,0.52,170.0
9197535,https://www.airbnb.com/rooms/9197535,33311329,2015-05-13,42.34560256185624,-71.07571070452711,South End,Apartment,Private room,1,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer""}",,1,3,73.0,9.0,7.0,7.0,7.0,9.0,6.0,f,strict,1,0.32,100.0
22354,https://www.airbnb.com/rooms/22354,85770,2010-02-26,42.34495654198742,-71.07485746185634,South End,Bed & Breakfast,Private room,1,,1.0,1.0,"{Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector""}",,1,215,88.0,9.0,8.0,9.0,9.0,10.0,9.0,f,moderate,5,3.46,135.0
12916551,https://www.airbnb.com/rooms/12916551,70833557,2016-05-07,42.34150455105753,-71.08087505967704,South End,Apartment,Entire home/apt,6,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,33,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,2,9.08,159.0
7214920,https://www.airbnb.com/rooms/7214920,20062444,2014-08-15,42.336832594946884,-71.06949729685238,South End,Condominium,Entire home/apt,3,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,13,92.0,10.0,10.0,10.0,10.0,10.0,9.0,f,flexible,1,0.92,250.0
7755144,https://www.airbnb.com/rooms/7755144,29806038,2015-03-22,42.33947728985138,-71.0793802565534,,Apartment,Entire home/apt,3,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,2,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,1,1.94,225.0
10391455,https://www.airbnb.com/rooms/10391455,10115868,2013-11-19,42.34105938439816,-71.08073924259249,South End,Apartment,Private room,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,3,9,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,2,1.3,75.0
5639731,https://www.airbnb.com/rooms/5639731,1444340,2011-11-26,42.34242389811297,-71.07909612860908,South End,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",,2,13,83.0,9.0,8.0,8.0,8.0,9.0,8.0,f,strict,24,0.73,144.0
9574727,https://www.airbnb.com/rooms/9574727,2976895,2012-07-18,42.3453930785548,-71.06303905951947,South End,Apartment,Entire home/apt,1,1.0,0.0,1.0,"{""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Hangers,Iron}",,4,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict,1,0.38,170.0
6134013,https://www.airbnb.com/rooms/6134013,331174,2010-12-30,42.34306172286721,-71.07275113869639,South End,House,Private room,2,1.0,1.0,1.0,"{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,2,48,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,3.0,120.0
14522631,https://www.airbnb.com/rooms/14522631,70833557,2016-05-07,42.33914265660413,-71.07978997672878,South End,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,2,2.0,139.0
4461846,https://www.airbnb.com/rooms/4461846,22348222,2014-10-09,42.34362445699148,-71.07729754504166,South End,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,7,4,75.0,8.0,10.0,10.0,10.0,10.0,8.0,f,strict,50,0.25,147.0
6444303,https://www.airbnb.com/rooms/6444303,1651480,2012-01-25,42.341795024647546,-71.07566431880906,South End,Apartment,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,2,21,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,6,1.37,217.0
824244,https://www.airbnb.com/rooms/824244,4335656,2012-12-05,42.34675815220524,-71.07416682165585,,Apartment,Private room,4,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials}",,5,0,,,,,,,,f,flexible,2,,95.0
22208,https://www.airbnb.com/rooms/22208,25188,2009-07-10,42.343209881894154,-71.07776036316244,South End,Apartment,Entire home/apt,2,1.0,,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",,3,4,90.0,10.0,9.0,10.0,10.0,9.0,9.0,f,super_strict_30,79,0.05,225.0
7575052,https://www.airbnb.com/rooms/7575052,9653086,2013-10-27,42.34055091680753,-71.07510738195886,South End,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,1,23,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,6,1.73,200.0
11060140,https://www.airbnb.com/rooms/11060140,51673899,2015-12-18,42.34339888479836,-71.07888540346383,South End,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,2,0,,,,,,,,f,strict,14,,189.0
14125957,https://www.airbnb.com/rooms/14125957,39282139,2015-07-22,42.34369552432539,-71.07810031710835,South End,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers}",,2,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,1,7.0,150.0
12587887,https://www.airbnb.com/rooms/12587887,68277260,2016-04-21,42.3372339026448,-71.0697730547217,South End,Apartment,Entire home/apt,4,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,3,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,1,1.13,279.0
1038465,https://www.airbnb.com/rooms/1038465,85770,2010-02-26,42.346436512306994,-71.07480755845373,South End,House,Private room,1,1.0,1.0,1.0,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Smoke Detector""}",,1,163,88.0,9.0,9.0,9.0,9.0,10.0,9.0,f,moderate,5,3.92,135.0
12653367,https://www.airbnb.com/rooms/12653367,14987763,2014-05-01,42.34485438176257,-71.07276955097228,South End,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,3,1,,,,,,,,f,strict,1,0.24,200.0
8753913,https://www.airbnb.com/rooms/8753913,43449123,2015-09-05,42.33960911395865,-71.07998675927278,South End,Apartment,Entire home/apt,4,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",,2,26,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,flexible,1,2.4,240.0
9949819,https://www.airbnb.com/rooms/9949819,31021638,2015-04-11,42.34650892135457,-71.07337174856316,South End,Apartment,Shared room,2,1.5,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,0.24,77.0
2495047,https://www.airbnb.com/rooms/2495047,5430185,2013-03-12,42.34188979998796,-71.07254314770427,South End,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,27,8,88.0,10.0,10.0,10.0,9.0,10.0,8.0,f,strict,4,0.33,160.0
9853959,https://www.airbnb.com/rooms/9853959,50727619,2015-12-07,42.34121174361634,-71.07955074559071,South End,Apartment,Entire home/apt,4,1.0,1.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,2,0,,,,,,,,f,strict,1,,195.0
10671192,https://www.airbnb.com/rooms/10671192,44392534,2015-09-17,42.339434851669424,-71.08005787284273,South End,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,24,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict,1,6.61,175.0
9446242,https://www.airbnb.com/rooms/9446242,3977458,2012-10-25,42.34703197813619,-71.06957015026913,South End,Apartment,Private room,1,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",""Laptop Friendly Workspace""}",,14,0,,,,,,,,f,flexible,1,,150.0
9474436,https://www.airbnb.com/rooms/9474436,49104276,2015-11-15,42.345946575561904,-71.07724667518733,,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,2,13,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,1.34,228.0
1200502,https://www.airbnb.com/rooms/1200502,6557340,2013-05-24,42.33843449110688,-71.07684758696394,,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",450.0,2,34,87.0,9.0,9.0,8.0,8.0,10.0,9.0,f,strict,1,0.96,145.0
9757412,https://www.airbnb.com/rooms/9757412,50318988,2015-12-01,42.336760458154714,-71.07576188649263,South End,Apartment,Private room,1,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,15,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict,1,1.7,89.0
7508063,https://www.airbnb.com/rooms/7508063,2064438,2012-04-03,42.34426013201698,-71.06652566121373,South End,Apartment,Entire home/apt,6,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,9,96.0,10.0,9.0,10.0,10.0,9.0,9.0,f,flexible,2,0.68,238.0
7901248,https://www.airbnb.com/rooms/7901248,41661623,2015-08-16,42.33716831362333,-71.07499568755941,South End,Apartment,Entire home/apt,3,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,2,3,93.0,9.0,10.0,10.0,10.0,9.0,9.0,t,strict,1,1.73,161.0
14094279,https://www.airbnb.com/rooms/14094279,84808632,2016-07-19,42.34442714881364,-71.06408580697922,,Apartment,Private room,2,2.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,1,8.78,149.0
7114655,https://www.airbnb.com/rooms/7114655,271917,2010-10-26,42.343355553677895,-71.06571608927693,South End,Condominium,Entire home/apt,5,1.0,2.0,5.0,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,2,4,90.0,9.0,9.0,10.0,10.0,9.0,7.0,f,strict,1,0.29,300.0
8815257,https://www.airbnb.com/rooms/8815257,6103953,2013-04-26,42.34437307871689,-71.06457653067581,South End,Apartment,Entire home/apt,6,2.0,2.0,3.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,2,27,93.0,9.0,9.0,9.0,9.0,9.0,9.0,t,moderate,4,3.08,177.0
2215762,https://www.airbnb.com/rooms/2215762,5430185,2013-03-12,42.344147141072774,-71.07272570198928,South End,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,32,16,99.0,9.0,10.0,10.0,10.0,10.0,9.0,f,strict,4,0.56,185.0
14372667,https://www.airbnb.com/rooms/14372667,26510042,2015-01-22,42.342782018374,-71.07685953536495,,Apartment,Entire home/apt,4,1.0,1.0,1.0,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1,1.0,240.0
3903273,https://www.airbnb.com/rooms/3903273,2278181,2012-05-02,42.342334596351975,-71.07311989062913,South End,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo}",,7,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,1,0.23,225.0
12979965,https://www.airbnb.com/rooms/12979965,43217109,2015-09-02,42.33831659589648,-71.07690856396708,South End,Condominium,Private room,2,1.5,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,2,3,93.0,9.0,10.0,9.0,9.0,9.0,9.0,f,moderate,5,0.84,125.0
13078164,https://www.airbnb.com/rooms/13078164,23099761,2014-10-29,42.339862287809936,-71.07766733289968,,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,1,0,,,,,,,,f,moderate,1,,175.0
5067019,https://www.airbnb.com/rooms/5067019,26164941,2015-01-15,42.34531492337171,-71.07496560667472,South End,Apartment,Entire home/apt,2,1.5,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",,1,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1,0.16,150.0
5640375,https://www.airbnb.com/rooms/5640375,1444340,2011-11-26,42.34076181577172,-71.08022287878723,South End,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",,2,20,84.0,9.0,9.0,9.0,9.0,10.0,8.0,f,strict,24,1.14,122.0
14405817,https://www.airbnb.com/rooms/14405817,19055159,2014-07-28,42.34494301766899,-71.06745954101547,South End,Apartment,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",,2,0,,,,,,,,t,strict,1,,125.0
14589471,https://www.airbnb.com/rooms/14589471,3189672,2012-08-07,42.335947617175776,-71.0751658937791,South End,Bed & Breakfast,Private room,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",""Air Conditioning"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,1,0,,,,,,,,f,strict,4,,325.0
13713445,https://www.airbnb.com/rooms/13713445,32532791,2015-05-03,42.34685534038649,-71.07214127361344,South End,Townhouse,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,3,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,strict,20,0.7,170.0
13078068,https://www.airbnb.com/rooms/13078068,46488030,2015-10-13,42.344764119372726,-71.07276299016534,South End,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer""}",,5,2,90.0,10.0,8.0,10.0,10.0,10.0,9.0,f,flexible,1,0.6,160.0
7095658,https://www.airbnb.com/rooms/7095658,37189820,2015-06-30,42.34042312379683,-71.07512874452547,South End,Apartment,Entire home/apt,4,1.0,2.0,2.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",,2,2,90.0,9.0,7.0,10.0,10.0,8.0,9.0,f,flexible,2,0.15,199.0
8096900,https://www.airbnb.com/rooms/8096900,39652496,2015-07-26,42.33857762791107,-71.06929003595755,South End,Apartment,Entire home/apt,4,1.0,2.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,1,6,90.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1,0.49,160.0
6426364,https://www.airbnb.com/rooms/6426364,9653086,2013-10-27,42.34175231690293,-71.07533351392034,South End,Apartment,Entire home/apt,4,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,1,25,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,6,1.66,200.0
4787233,https://www.airbnb.com/rooms/4787233,4897723,2013-01-29,42.34099239012987,-71.08019689079354,South End,Apartment,Entire home/apt,4,1.5,2.0,2.0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,1,4,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict,3,0.41,200.0
7916575,https://www.airbnb.com/rooms/7916575,22348222,2014-10-09,42.34529647641143,-71.0774881773436,South End,Apartment,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,7,0,,,,,,,,f,strict,50,,150.0
